image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_0.jpg,0.470897376537323,0.2302542775869369,0.4746235013008117,0.1818201690912246,0.0,0.0,0.5311027765274048,0.1346321552991867,0.0,0.0,0.5867135524749756,0.3048661053180694,0.5710939168930054,0.3132358193397522,0.5206301808357239,0.6139132976531982,0.0,0.0,0.4542198181152344,0.4153477847576141,0.0,0.0,0.5737308263778687,0.8964401483535767,0.5591453313827515,0.8818601965904236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_1.jpg,0.4647232294082641,0.2271785289049148,0.4679999649524688,0.178264707326889,0.0,0.0,0.5271909236907959,0.1300905793905258,0.0,0.0,0.5717481374740601,0.2947965860366821,0.580826461315155,0.2944224178791046,0.4928832948207855,0.6114251017570496,0.5319436192512512,0.572816014289856,0.4207285940647125,0.4079624116420746,0.4844104647636413,0.3931358456611633,0.5681893229484558,0.8871590495109558,0.5665915012359619,0.8703606724739075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_2.jpg,0.4586524069309234,0.2269483804702758,0.4622922241687774,0.1787453591823578,0.0,0.0,0.5208580493927002,0.1314161121845245,0.0,0.0,0.5570862293243408,0.291763573884964,0.5829554796218872,0.2890401184558868,0.4642247557640075,0.5904802083969116,0.5244577527046204,0.5564714074134827,0.3840243518352508,0.3979767560958862,0.4880051612854004,0.3951358795166015,0.5591825842857361,0.8962202668190002,0.5693123936653137,0.8774775266647339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_3.jpg,0.4549606740474701,0.2373798191547393,0.4570149481296539,0.1836788803339004,0.0,0.0,0.5146738886833191,0.1289257407188415,0.0,0.0,0.5278010964393616,0.293619692325592,0.6241235733032227,0.3106438815593719,0.4032245874404907,0.5730224847793579,0.0,0.0,0.3099298477172851,0.3668186664581299,0.0,0.0,0.5584452152252197,0.9281251430511476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_64.jpg,0.6685001254081726,0.2940904498100281,0.6674970388412476,0.2520850896835327,0.0,0.0,0.7147274017333984,0.2154290974140167,0.0,0.0,0.751909077167511,0.3696441650390625,0.7908674478530884,0.3624514639377594,0.5905057787895203,0.5561609864234924,0.7164808511734009,0.5364660024642944,0.504635214805603,0.3899840712547302,0.6512390375137329,0.416157454252243,0.7593568563461304,0.9342945218086244,0.7751434445381165,0.9085737466812134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_65.jpg,0.65805584192276,0.2928608655929565,0.6591132879257202,0.249921441078186,0.0,0.0,0.7106279730796814,0.2215049713850021,0.0,0.0,0.7582579255104065,0.375666469335556,0.7620752453804016,0.3766376972198486,0.5975354909896851,0.5797864198684692,0.7039830684661865,0.6169260740280151,0.5291953086853027,0.4047223329544067,0.6514570116996765,0.5973373651504517,0.7610187530517578,0.9366089701652528,0.747584879398346,0.9177349805831908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_66.jpg,0.6501047015190125,0.296099841594696,0.6498790979385376,0.2517035007476806,0.0,0.0,0.7018731832504272,0.2189188599586486,0.0,0.0,0.7644907832145691,0.3662660419940948,0.7482898831367493,0.3700642883777618,0.6143840551376343,0.5865739583969116,0.6655088663101196,0.5782477855682373,0.5434769988059998,0.4023752808570862,0.6050912737846375,0.4192011058330536,0.764817476272583,0.9436471462249756,0.7399752140045166,0.9245251417160034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_67.jpg,0.6408907771110535,0.296766072511673,0.6411458849906921,0.253285676240921,0.0,0.0,0.6935007572174072,0.2234372049570083,0.0,0.0,0.7699335813522339,0.3677728772163391,0.709964394569397,0.387433111667633,0.6270053386688232,0.5892513990402222,0.6265540719032288,0.6078125238418579,0.5619714260101318,0.3981005251407623,0.568647563457489,0.4283457398414612,0.7643170952796936,0.9413136839866638,0.7099624276161194,0.9300986528396606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_68.jpg,0.6270961165428162,0.2919654548168182,0.6290914416313171,0.25078085064888,0.0,0.0,0.6824992895126343,0.2259557545185089,0.0,0.0,0.7696913480758667,0.3726242184638977,0.6716037392616272,0.3940883278846741,0.655091404914856,0.59950190782547,0.5932825803756714,0.6182708740234375,0.5758798718452454,0.4034249186515808,0.5399433970451355,0.4343160390853882,0.7574766874313354,0.946336030960083,0.6796761155128479,0.9353817701339722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_movement
person_69.jpg,0.6226548552513123,0.2944111227989197,0.6252120137214661,0.2526458501815796,0.0,0.0,0.6790341138839722,0.2235533446073532,0.0,0.0,0.7690722346305847,0.37171071767807,0.6616102457046509,0.388132244348526,0.6672112941741943,0.6050292253494263,0.5794530510902405,0.6055033802986145,0.589651882648468,0.4017122089862823,0.5245095491409302,0.4371221959590912,0.7566434144973755,0.9470921754837036,0.6746702194213867,0.934832751750946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross
