image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
person_0.jpg,0.470897376537323,0.23025427758693695,0.47462350130081177,0.18182016909122467,0.0,0.0,0.5311027765274048,0.1346321552991867,0.0,0.0,0.5867135524749756,0.30486610531806946,0.5710939168930054,0.3132358193397522,0.5206301808357239,0.6139132976531982,0.0,0.0,0.4542198181152344,0.41534778475761414,0.0,0.0,0.5737308263778687,0.8964401483535767,0.5591453313827515,0.8818601965904236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_1.jpg,0.46472322940826416,0.22717852890491486,0.46799996495246887,0.17826470732688904,0.0,0.0,0.5271909236907959,0.13009057939052582,0.0,0.0,0.5717481374740601,0.29479658603668213,0.580826461315155,0.2944224178791046,0.4928832948207855,0.6114251017570496,0.5319436192512512,0.572816014289856,0.4207285940647125,0.4079624116420746,0.48441046476364136,0.39313584566116333,0.5681893229484558,0.8871590495109558,0.5665915012359619,0.8703606724739075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_2.jpg,0.45865240693092346,0.22694838047027588,0.46229222416877747,0.1787453591823578,0.0,0.0,0.5208580493927002,0.13141611218452454,0.0,0.0,0.5570862293243408,0.291763573884964,0.5829554796218872,0.28904011845588684,0.46422475576400757,0.5904802083969116,0.5244577527046204,0.5564714074134827,0.38402435183525085,0.39797675609588623,0.4880051612854004,0.39513587951660156,0.5591825842857361,0.8962202668190002,0.5693123936653137,0.8774775266647339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_3.jpg,0.4549606740474701,0.23737981915473938,0.45701494812965393,0.18367888033390045,0.0,0.0,0.5146738886833191,0.12892574071884155,0.0,0.0,0.5278010964393616,0.29361969232559204,0.6241235733032227,0.31064388155937195,0.4032245874404907,0.5730224847793579,0.0,0.0,0.30992984771728516,0.3668186664581299,0.0,0.0,0.5584452152252197,0.9281251430511475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_4.jpg,0.46033975481987,0.2452552765607834,0.4616154134273529,0.19094154238700867,0.0,0.0,0.5207840204238892,0.13242916762828827,0.0,0.0,0.527648389339447,0.2918205261230469,0.6383588910102844,0.3173415958881378,0.38225048780441284,0.5520846247673035,0.0,0.0,0.27813732624053955,0.3602951169013977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_5.jpg,0.46916335821151733,0.2551812529563904,0.46844443678855896,0.19924049079418182,0.0,0.0,0.5265799760818481,0.13481013476848602,0.0,0.0,0.5328575372695923,0.29626545310020447,0.6522483825683594,0.32197093963623047,0.36850079894065857,0.526557445526123,0.0,0.0,0.2541293203830719,0.36545053124427795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_6.jpg,0.47618409991264343,0.26781001687049866,0.47493869066238403,0.2109297811985016,0.0,0.0,0.5350161194801331,0.14496096968650818,0.0,0.0,0.5394610166549683,0.30095216631889343,0.6653016805648804,0.3227795958518982,0.361014187335968,0.5042304992675781,0.0,0.0,0.22211891412734985,0.3786604106426239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_7.jpg,0.48388466238975525,0.27339884638786316,0.48270124197006226,0.2172800749540329,0.0,0.0,0.5429123044013977,0.15486858785152435,0.0,0.0,0.5456704497337341,0.3102547526359558,0.6805442571640015,0.32885828614234924,0.3574080765247345,0.4875562787055969,0.0,0.0,0.2045690268278122,0.3913932740688324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_8.jpg,0.5004790425300598,0.27973371744155884,0.49858492612838745,0.2280205637216568,0.0,0.0,0.5580355525016785,0.16383643448352814,0.0,0.0,0.5647830963134766,0.3185366690158844,0.6929555535316467,0.32908761501312256,0.3647647202014923,0.47078216075897217,0.0,0.0,0.19336964190006256,0.4178204834461212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
person_9.jpg,0.5068228840827942,0.2816692888736725,0.5048592686653137,0.2289261370897293,0.0,0.0,0.5646660327911377,0.16464900970458984,0.0,0.0,0.572734534740448,0.31709861755371094,0.6971960663795471,0.3347395956516266,0.37115785479545593,0.4633984863758087,0.0,0.0,0.19411097466945648,0.4250892698764801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
