image_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,label
person_0.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.5907994508743286,0.3341456055641174,0.6353399157524109,0.3321240246295929,0.57730633020401,0.3761772215366363,0.6843557357788086,0.3772507011890411,0.5637980699539185,0.4154682457447052,0.7423921823501587,0.4308319091796875,0.0,0.0,0.7045734524726868,0.4175210893154144,0.596675455570221,0.4953145682811737,0.6629753708839417,0.4942614436149597,0.604918360710144,0.5796515345573425,0.6310692429542542,0.5752544403076172,0.6223457455635071,0.658337414264679,0.6382569074630737,0.6581178903579712,no_knee
person_1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4824489653110504,0.3203732073307037,0.3575183451175689,0.3670919835567474,0.5182040929794312,0.3706416487693786,0.3991644084453583,0.3866411745548248,0.5995602011680603,0.3914417326450348,0.4871197640895843,0.3555990159511566,0.649702250957489,0.3714931309223175,0.3501151800155639,0.5043901801109314,0.4650622606277466,0.5067307353019714,0.3359434306621551,0.6111267805099487,0.4845096170902252,0.6229304671287537,0.3018839955329895,0.7077078819274902,0.4635034799575805,0.7276059985160828,no_knee
person_2.jpg,0.6226469278335571,0.3398211896419525,0.6341531276702881,0.3345982134342193,0.0,0.0,0.6559696197509766,0.3406021893024444,0.0,0.0,0.6893184185028076,0.3797646164894104,0.6026465892791748,0.3736341297626495,0.7279215455055237,0.4190848171710968,0.0,0.0,0.6835156679153442,0.3841628134250641,0.0,0.0,0.6513552069664001,0.4903756082057953,0.5961594581604004,0.4851565957069397,0.6363549828529358,0.5809460282325745,0.5901029109954834,0.5721930265426636,0.6567062735557556,0.6659882664680481,0.6144129037857056,0.6536314487457275,no_knee
person_3.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4446442723274231,0.3167724609375,0.3314651250839233,0.3690599501132965,0.4880808889865875,0.3714166581630707,0.3516144156455993,0.3980541229248047,0.5690525770187378,0.3901616930961609,0.0,0.0,0.5794112086296082,0.3426777124404907,0.3286656439304352,0.5083916783332825,0.4356546401977539,0.5119733810424805,0.3347810804843902,0.6143926382064819,0.4571307897567749,0.6292427778244019,0.2949938774108886,0.7103955745697021,0.443031758069992,0.7361945509910583,no_knee
person_4.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6436817646026611,0.3793065249919891,0.6678066849708557,0.3795779645442962,0.6828370690345764,0.4043861031532287,0.7261825203895569,0.4124821424484253,0.683758556842804,0.3707598447799682,0.6894621253013611,0.373003751039505,0.6304821968078613,0.493379145860672,0.6454800367355347,0.4912176728248596,0.6274606585502625,0.5798513889312744,0.6222313642501831,0.5720680356025696,0.6543750166893005,0.662198543548584,0.6364354491233826,0.6510960459709167,no_knee
person_5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4339071810245514,0.3264120519161224,0.315244972705841,0.3754035532474518,0.461864173412323,0.377349317073822,0.0,0.0,0.5557786822319031,0.3880497217178345,0.0,0.0,0.5799336433410645,0.3474559783935547,0.3148720264434814,0.5134796500205994,0.4167796075344085,0.5173527598381042,0.3293461799621582,0.6189817786216736,0.4576321244239807,0.6321688294410706,0.2990787923336029,0.7130347490310669,0.445709764957428,0.7328881621360779,no_knee
person_6.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4282699227333069,0.320202499628067,0.3031341135501861,0.3663078844547272,0.460306853055954,0.3741267025470733,0.0,0.0,0.5562925934791565,0.3885710835456848,0.0,0.0,0.5790005326271057,0.3391580283641815,0.3121341466903686,0.5094782114028931,0.4171420931816101,0.5172437429428101,0.3299251496791839,0.6151933073997498,0.4415028095245361,0.6420996189117432,0.3006430864334106,0.7097164988517761,0.422136127948761,0.7532049417495728,no_knee
person_7.jpg,0.6412113904953003,0.325881153345108,0.6535518169403076,0.3213653266429901,0.0,0.0,0.6749402284622192,0.3292714953422546,0.0,0.0,0.6962316036224365,0.3722832202911377,0.6238994002342224,0.3609804809093475,0.7198357582092285,0.4215390682220459,0.5919540524482727,0.3918802738189697,0.6736339330673218,0.3926843404769897,0.5845568180084229,0.3679395616054535,0.6617134809494019,0.4801062941551208,0.6163384914398193,0.4742987155914306,0.6258386373519897,0.5652365684509277,0.6080767512321472,0.561189591884613,0.6536102890968323,0.6470252275466919,0.6452649235725403,0.6419522762298584,no_knee
person_8.jpg,0.630630373954773,0.3436383008956909,0.6488399505615234,0.3377749919891357,0.6256856918334961,0.3371818959712982,0.6813509464263916,0.3444229364395141,0.0,0.0,0.7138339877128601,0.391435444355011,0.6091476082801819,0.3828961253166199,0.7451784610748291,0.4533417522907257,0.574658215045929,0.4188889563083648,0.6895470023155212,0.4439520537853241,0.5479236245155334,0.3884296417236328,0.6696069240570068,0.4983871877193451,0.6050019264221191,0.492457777261734,0.6131726503372192,0.5789252519607544,0.5901293754577637,0.5713689923286438,0.6514344811439514,0.6523016691207886,0.6645389199256897,0.64155513048172,no_knee
person_9.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4299100935459137,0.3196512758731842,0.3174837529659271,0.3735574781894684,0.4683071672916412,0.3742700219154358,0.0,0.0,0.5746117830276489,0.3947246670722961,0.0,0.0,0.5740005373954773,0.3495672643184662,0.3208015859127044,0.5157874822616577,0.4217081069946289,0.5200779438018799,0.337719202041626,0.6306418180465698,0.4192272424697876,0.6541630029678345,0.3064842522144317,0.7300018072128296,0.3791393637657165,0.7715541124343872,no_knee
